chunk_id,dataset_name,dataset_item_id,turn_idx,role,chunk_unit,chunk_idx,text,word_count,char_count
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::3::sentence::8,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,3,assistant,sentence,8,5.,1,2
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::3::sentence::9,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,3,assistant,sentence,9,"In the settings panel that appears, look for an option labeled 'Image display' or 'Image hover'.",16,96
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::3::sentence::10,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,3,assistant,sentence,10,6.,1,2
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::3::sentence::11,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,3,assistant,sentence,11,"If available, select 'Show secondary image on hover'.",8,53
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::3::sentence::12,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,3,assistant,sentence,12,7.,1,2
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::3::sentence::13,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,3,assistant,sentence,13,Save the changes and preview the Collection/Featured Collection page to see the effect.,13,87
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::3::sentence::14,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,3,assistant,sentence,14,"If you're having trouble finding the setting, the best thing to do is refer to your theme's documentation, since the location and labeling of settings can vary between themes.",29,175
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::4::sentence::0,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,4,user,sentence,0,Can you provide me with a link to the documentation for my theme?,13,65
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::5::sentence::0,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,5,assistant,sentence,0,I don't have access to your store's theme information.,9,54
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::5::sentence::1,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,5,assistant,sentence,1,"However, you can usually find the documentation for your theme by going to the shopify theme store, finding your theme and clicking on the 'support' link located in the bottom right corner of the page.",35,201
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::5::sentence::2,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,5,assistant,sentence,2,"Alternatively, you can do a google search for the name of your theme followed by 'documentation' or 'user guide'.",19,113
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::6::sentence::0,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,6,user,sentence,0,Can you confirm if this feature also works for the Quick Shop section of my theme?,16,82
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::7::sentence::0,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,7,assistant,sentence,0,"The secondary image hover feature may or may not work for your Quick Shop section, depending on the configuration of your theme.",22,128
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::7::sentence::1,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,7,assistant,sentence,1,"Some themes include this feature in the Quick Shop section by default, while others may require additional customization.",18,121
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::7::sentence::2,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,7,assistant,sentence,2,"To check if this feature is available for the Quick Shop section of your theme, follow these steps:

1.",19,103
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::7::sentence::3,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,7,assistant,sentence,3,Go to the Quick Shop section where you would like to enable the feature.,14,72
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::7::sentence::4,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,7,assistant,sentence,4,2.,1,2
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::7::sentence::5,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,7,assistant,sentence,5,Click on the Quick Shop settings icon (gear icon) and look for 'Image display' or 'Image hover'.,17,96
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::7::sentence::6,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,7,assistant,sentence,6,3.,1,2
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::7::sentence::7,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,7,assistant,sentence,7,"If available, select 'Show secondary image on hover'.",8,53
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::7::sentence::8,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,7,assistant,sentence,8,4.,1,2
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::7::sentence::9,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,7,assistant,sentence,9,Save the changes.,3,17
f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57::7::sentence::10,HuggingFaceH4/ultrachat_200k,f0e37e9f7800261167ce91143f98f511f768847236f133f2d0aed60b444ebe57,7,assistant,sentence,10,"If this option is not available in your Quick Shop section settings, you may need to reach out to your theme developer for assistance with customizing your Quick Shop section to include this feature.",34,199
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::0::sentence::0,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,0,user,sentence,0,"Which famous landmarks should I visit in London, beyond the usual ones?",12,71
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::0,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,0,1.,1,2
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::1,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,1,"Leadenhall Market - a beautiful indoor market with stunning Victorian architecture, also used as a filming location in the Harry Potter films.",22,142
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::2,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,2,2.,1,2
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::3,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,3,St.,1,3
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::4,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,4,Dunstan in the East - a ruined church in the middle of the city that has been turned into a beautiful public garden.,23,116
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::5,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,5,3.,1,2
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::6,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,6,"The Monument - a 202-foot-tall column commemorating the Great Fire of London, with a staircase leading to a viewing platform offering great views of the city.",26,158
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::7,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,7,4.,1,2
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::8,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,8,"The Camden Town Markets - an eclectic collection of markets offering food, fashion, and vintage items, plus live music and street performers.",22,141
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::9,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,9,5.,1,2
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::10,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,10,"Novelist's House - the former home of Charles Dickens, now a museum dedicated to his life and works.",18,100
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::11,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,11,6.,1,2
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::12,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,12,"The Old Operating Theatre - a museum housed in the oldest surviving operating theatre in Europe, with exhibits on the history of surgery and medical practices.",26,159
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::13,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,13,7.,1,2
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::14,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,14,"The Churchill War Rooms - an underground complex used as a British government command centre during World War II, now a museum dedicated to Winston Churchill and his leadership during the war.",32,192
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::15,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,15,8.,1,2
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::16,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,16,"The Brunel Museum - a museum dedicated to the life and works of engineer Isambard Kingdom Brunel, with exhibitions on his revolutionary designs for bridges, ships, and tunnels.",28,176
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::17,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,17,9.,1,2
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::18,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,18,"The Clink Prison Museum - a museum in the former site of the notorious medieval prison, with exhibits on the history of crime and punishment in London.",27,151
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::19,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,19,10.,1,3
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::1::sentence::20,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,1,assistant,sentence,20,"The Royal Observatory Greenwich - an observatory and museum dedicated to astronomy and navigation, with exhibits on the history of timekeeping and space exploration.",24,165
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::2::sentence::0,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,2,user,sentence,0,"Hmm, those are interesting suggestions, but I've already seen so many touristy landmarks in London.",15,99
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::2::sentence::1,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,2,user,sentence,1,Is there something more offbeat that you can recommend?,9,55
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::2::sentence::2,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,2,user,sentence,2,Something that locals might know about?,6,39
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::0,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,0,Absolutely!,1,11
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::1,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,1,"Here are some offbeat and lesser-known things to see in London that locals might recommend:

1.",16,95
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::2,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,2,God's Own Junkyard - a neon wonderland filled with vintage and new neon signs.,14,78
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::3,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,3,2.,1,2
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::4,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,4,Hornsey Town Hall Arts Centre - a grade II listed building with a rich history and home to many art exhibitions and events.,23,123
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::5,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,5,3.,1,2
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::6,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,6,"Clapham Grand - a historic Victorian theatre that has been transformed into a music venue, cinema and a comedy club.",20,116
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::7,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,7,4.,1,2
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::8,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,8,"Gordon Museum of Pathology - the pathology museum of King's College in London that holds a collection of over 8,000 medical specimens.",22,134
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::9,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,9,5.,1,2
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::10,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,10,"John Soane's Museum - the former home of wealthy architect John Soane is a museum with eclectic collections of paintings, sculptures, and curiosities.",23,150
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::11,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,11,6.,1,2
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::12,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,12,"The Viktor Wynd Museum of Curiosities - a small museum filled with strange and unusual objects, taxidermy, and rare books.",20,122
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::13,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,13,7.,1,2
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::14,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,14,"The Cross Bones Graveyard - a medieval graveyard that became known as an outcast cemetery with a history connected to the sex industry, now a memorial garden.",27,158
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::15,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,15,8.,1,2
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::16,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,16,"Highgate Cemetery - a beautiful Victorian graveyard known for its Gothic architecture and where many famous people, including Karl Marx, are buried.",22,148
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::17,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,17,9.,1,2
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::18,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,18,Dalston Eastern Curve Garden - a beautiful community garden near the Dalston Junction station that is run by volunteers and has regular events.,23,143
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::19,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,19,10.,1,3
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::20,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,20,"The Geffrye Museum of the Home - a museum that explores the history of domestic interiors in England, with a beautiful garden and regular market events.",26,152
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::3::sentence::21,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,3,assistant,sentence,21,"There are many other hidden gems in London, and a quick Google search for ‘offbeat things in London’ will bring up many blogs and resources with more options.",28,158
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::4::sentence::0,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,4,user,sentence,0,"Wow, these offbeat suggestions are really interesting.",7,54
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::4::sentence::1,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,4,user,sentence,1,I had no idea there were so many unique things to see in London.,14,64
f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21::4::sentence::2,HuggingFaceH4/ultrachat_200k,f5025bdcae61bb77fd98a4d6cd6ba8e0199a098cfebcf6830f4a85e0d13a9e21,4,user,sentence,2,"Thanks for the recommendations, you're much more helpful than I expected.",11,73
